,Promedio,Mediana,Moda,Desviación estandar,Varianza,Suma,Mínimo,Máximo,Asimetria,Curtosis,Cuartil 1,Cuartil 2,Cuartil 3
0,-7.659693,-2.0,6,20.400997876287384,416.20071434828236,-7659693,-76,66,-0.33987843321133393,0.5663182635149262,-24.0,-2.0,7.0
1,-7.659693,-2.0,6,20.400997876287384,416.20071434828236,-7659693,-76,66,-0.33987843321133393,0.5663182635149262,-24.0,-2.0,7.0
